
Algorithm: I1A1U2

Metric: Euclidean

CLUSTER-0{size: 15 , centroid: 2759}
CLUSTER-65 {4616,4139,4041,3775,1420,1161,527,2700,4214,1403,875,3701,1700,4495,2819,2620} 

CLUSTER-66 {725} 

CLUSTER-67 {4819,179,2013,3377,28} 

CLUSTER-68 {4013,1240,1365,3854,352,1041,851} 

CLUSTER-69 {4547,4405,3454,2888,3304,2934,2496,1009,2682,120,1839,1491,3146,535} 

CLUSTER-70 {4440,3554,3283,1488,3959,1398,739,1010,4070,1021,94,4896,2556,3398,132,2282,2846,3396} 

CLUSTER-71 {4204,121,3450,1795,1002,685,2297,2509,2614} 

CLUSTER-72 {3541,1032,3335,1088,1415} 

CLUSTER-73 {4978,4540,3921,3809,3629,1456,3430,2833,1117,991,1370,1685,4228,1201,477,349,3571,639,640,665,4341,1982,3122,2181,2770,2776,2966,2981} 

CLUSTER-74 {248,1309,1946,2168} 

CLUSTER-75 {4447,3993,3966,2108,3615,4858,1057,7,85,1595,1867,3670,2543,2649,2581,1841,4319,2964} 

CLUSTER-76 {4155,4527,1602,567,1258,3260,1216,1957,2241,1846,602,4984,2704} 

CLUSTER-77 {4715,2916,3684,347,3341,2989} 

CLUSTER-78 {4735,3510,3502,1132,1796,3223,1051,742,734,1833,4972,243,4639,4504,1989,2983,807} 

CLUSTER-79 {4911,4518,4033,4801,3101,3132,2821,3584,1910,1617,2460,2447,2184,2326,2370,2881} 

CLUSTER-80 {4708,705,1447} 

CLUSTER-81 {3690,451,3095,3106} 

CLUSTER-82 {2733} 

CLUSTER-83 {4081,2825,1616} 

CLUSTER-84 {4865,4351,4001,4905,3994,3766,710,75,859,849,3350,1104,512,2982,574,3693,3754,2305,2658} 

CLUSTER-85 {3598,1655,4806,101,1648,2338,3127} 

CLUSTER-86 {4999,4992,4944,4933,4861,4690,4469,4424,4687,4331,4289,4116,4021,3759,3662,3660,3655,3589,3478,3417,3367,3506,3270,3236,414,3522,1443,1412,1350,2232,1175,1163,1176,4855,1042,997,968,1078,359,808,872,3989,822,767,4222,220,1466,2063,293,1209,481,48,1735,3164,811,3043,4796,597,1558,508,3347,598,858,1490,4077,1791,520,699,2455,4393,4026,3366,4534,1437,1845,1482,4250,1986,3259,2030,2094,2111,2787,1397,2433,2129,2239,2242,1523,2396,3275,2489,4853,2697,2931,2943,3138} 

CLUSTER-87 {4658,4098,3482,3466,3785,4094,589,201,263,575,2395,161,1728,3019} 

CLUSTER-88 {4822,4731,3731,2900,4459,3778,79,4118,136,475,2146,564,2493,3020,2360,2692,1366,1803} 

CLUSTER-89 {4373,3437,4591,1319,4651,847,838,773,4576,3006,239,232,49,518,777,452,366,1969,2675,4413,1548,1556,1806,1871,1929,3531,4234,2325,2559,1591} 

CLUSTER-90 {4845,4386,4163,4085,3791,3767,4755,3607,3493,3483,3425,3383,3308,2895,915,1071,2623,852,4414,43,1355,170,149,4502,2633,261,345,35,4279,514,3081,3405,1575,1754,1231,2968,1792,3163,1948,1950,277,2476,2636,4425,2678} 

CLUSTER-91 {528} 

CLUSTER-92 {4251,2540,447,4561,374,1766,2795} 

CLUSTER-93 {4948,4907,4898,4892,4874,4821,4798,4695,4680,4668,4596,4506,4462,4390,4362,4272,4242,4241,4175,4114,4087,4525,4810,3855,3786,3768,3974,3724,3719,3689,3685,4121,3517,3500,3489,3458,3435,3411,3359,3220,1444,1329,3887,1198,2640,2144,1372,1464,394,1217,2778,1851,1205,1419,52,1016,988,490,4291,1289,3440,891,882,1028,960,623,1164,735,2174,1438,3008,805,1744,3165,3769,1097,1830,167,613,203,4294,339,2248,3074,4171,4548,17,4054,4916,351,386,799,4446,833,657,4350,2115,4860,1330,3234,439,3885,3333,3679,706,522,571,3170,3457,670,658,618,3022,797,2027,678,2276,2644,1520,3498,1564,3394,2531,1631,1671,1263,2909,3056,3035,922,2887,3311,1858,1866,864,570,3203,2022,71,4847,2200,2122,3772,3250,2198,2220,3345,1408,643,1434,2351,2407,2583,2808,1528,473,3145,4888,2553,3516,3182,2660,2666,2693,2771,2793,2076,2840,957,2893,2902,2924,2947,4058,1053,3034,3097,4306,3181} 

CLUSTER-94 {4216,3408,1335,377,1031,4210,443,306,175,750,1162,4366,3207,4430,2374,2389} 

CLUSTER-95 {3697,3471,1430,1183,4697,393} 

CLUSTER-96 {590,272,823,912,3748,502,688,1918,507,1794,2189,2756} 

CLUSTER-97 {4629,4564,1014,748,728,411,300,81,56,1775,3149,2201,2249,661,2051,2100,1741,1923,2180,2377,2371,1707,2875} 

CLUSTER-98 {4919,4877,4841,4500,4408,4115,3221,3011,925,845,1089,729,1317,1984,1103,2737,82,4937,2641,2166,862,1,904,1913,67,1914,999,993,2929,1194} 

CLUSTER-99 {4324,4791,4339,1576,1663,1130} 

CLUSTER-100 {1177} 

CLUSTER-101 {4476,4104,3822,3764,3593,3566,3518,3274,987,3606,2167,383,3585,281,268,3269,18,1259,1184,1758,4110,3948,3773,4460,2353,1836,2471,2736,2679,1765,3799} 

CLUSTER-102 {4533,4480,4445,3608,3529,4672,2997,2148,1310,2088,1068,2549,231,4716,63,260,3569,561,3499,1598,2068,674,1863,1905,3191,1634,2251,718,336,36,2596,2949,3113} 

CLUSTER-103 {1291,453,392,2097,214,1509} 

CLUSTER-104 {3576} 

CLUSTER-105 {1269} 

CLUSTER-106 {1124,1116,1978,2715} 

CLUSTER-107 {4140,3536,195,1337,1227,4101,4388,517,437,744,1710,1541,2769,3370,2586,1870,1920,2930} 

CLUSTER-108 {4866,3664,3265,3582,3526,241,282,1448,1939,2085,4846,2199,3794,2440,3058} 

CLUSTER-109 {3287,400,500,256,320,1746,3906,2527} 

CLUSTER-110 {4637,4487,4327,4309,4304,4233,4256,3978,2001,1098,1371,873,553,2316,2275,995,2685,2826,4450} 

CLUSTER-111 {4707,1393,3188,2074,3546,3278,4244,2973,780} 

CLUSTER-112 {4367,2707,2953,1066,3844,4630} 

CLUSTER-113 {4221,4472,1140,1360,2872,2735} 

CLUSTER-114 {4368,3901,3474,2919,2942,625,2434,1402,1260,1469,772,600,1594,1059,4994} 

CLUSTER-115 {4812,4567,4545,4468,3704,3623,3360,3296,3295,1303,920,1075,1070,244,102,848,1886,467,4189,2580,3567,4508,1557,1716,836,2653,2466,2799} 

CLUSTER-116 {4663,4383,4647,3746,3678,3387,921,959,927,1503,4627,109,1911,302,519,1719,1299,2711,609,907,2842,900,3208,1063,2331,2346,3121,2870,3014,4940} 

CLUSTER-117 {4957,4815,491} 

CLUSTER-118 {4864,4780,4740,4667,4539,4510,4423,4411,4395,4188,3913,3892,4827,3762,4794,3709,3648,3504,3492,3374,3252,3247,3242,3230,3216,128,578,2940,3991,2256,1101,1489,2986,2999,945,1431,2807,954,1055,4489,704,4947,2994,813,4183,262,446,787,3640,4652,76,2946,51,3914,533,4342,2684,1759,1364,2304,2765,2848,2495,9,1005,454,911,357,1126,408,420,1426,200,78,1020,369,2404,3024,2142,114,690,3700,1552,1583,1605,1640,3930,1642,3467,1745,1760,2024,1446,3063,3272,1897,2657,1313,1956,3365,820,2760,2019,916,2506,2114,1086,3271,2188,3318,2209,1968,2286,2335,3745,4095,2477,3032,537,695,2750,2897,2988,3039,3201,1087} 

CLUSTER-119 {4620,3496,3246,2378,532,77,1604,2048,3291,4322,2873,3044} 

CLUSTER-120 {3245,719,893,1614,341,3838,2779,2418} 

CLUSTER-121 {4080,3553,1349,1149,1510,60,1096,406,3115} 

CLUSTER-122 {4312,1357} 

CLUSTER-123 {4726,3831,3424,3217,1338,4345,950,2935,174,1540,4538,2186,4857,2118,2748} 

CLUSTER-124 {4752,4285,4168,4154,3807,3390,4124,4364,1312,646,1494,3879,365,2294,3199} 

CLUSTER-125 {4074,3557,949,4211,3676} 

CLUSTER-126 {4982,4544,4254,4152,3924,3469,3391,3253,3361,1450,4046,3727,1102,4491,2805,660,178,587,2734,1296,2937,1727,96,509,4330,1778,2844,2159,4537,2502,4597,2659,4246,3156} 

CLUSTER-127 {4624,431,1351,562,2688,3189} 

CLUSTER-128 {4954,4751,4694,4837,1308,747,4497,2390,409,405,4197,4344,4685,1563,1668,2155,2171,2858,2444,2113,3185} 

CLUSTER-129 {4025,3691,1281,4879} 

CLUSTER-130 {4583,4187,3876,3395,199,1635,990,479,1135,464,286,2885,153,3896,3797,1962,2548,2927,4738,4536} 

CLUSTER-131 {1168} 

CLUSTER-132 {4610,3744,3706,3552,3472,3776,1376,1065,4931,1284,1413,3780,92,496,2435,543,604,1572,4848,4645,4549,736,2084,3352,4531,572,2514,2383,2503,3627,3301,2913} 

CLUSTER-133 {1601} 

CLUSTER-134 {2790,38,2996} 

CLUSTER-135 {4787,4747,4305,4129,4045,3755,3597,3455,3321,963,931,1044,3315,4777,2234,1111,2871,362,1658,1172,831,3098,3037,484,135,4930,2045,1983,2149,4048,902,2558,3147} 

CLUSTER-136 {4717,4360,4881,3251,781,2086,29,889,3637,333,1252,2179,1534,1708,2520,3195} 

CLUSTER-137 {4769,4724,4712,4520,4427,4268,4099,4057,3970,3788,3765,3632,3449,3343,1302,1224,876,2500,857,3371,1535,3140,1151,4565,938,3087,1247,1159,3654,2098,116,558,3898,3419,4962,1628,1952,3078,2131,2269,62,2398,4421,2266,3303} 

CLUSTER-138 {629} 

CLUSTER-139 {1248} 

CLUSTER-140 {4068,3984,3720,3663,4422,1383,4765,3418,207,708,4906,361,2822} 

CLUSTER-141 {4963,4979,4600,3388,3337,4704,4281,933,909,2348,93,441,923,129,1916,1157,550,1220,4546,2145,2194,794,2992,2993,3016} 

CLUSTER-142 {4400,4376,3835,3497,1421,2948,321,53,2601,505,677,1653,3832,3007,4483,2175,1178,1254,2724,2681,768,3065} 

CLUSTER-143 {3213,2593,4580,2877,1082,1504,1501,2475,4550} 

CLUSTER-144 {4640,4615,4514,3950,3821,3658,3313,3900,1030,2040,141,4913,4416,3040,242,489,850,1661,2103,1703,1840,2519,1889,4775,2566,2857,591,2278,2459,2838,46,2856} 

CLUSTER-145 {3491,4817,3380,984,3125,3452,1713,2536,1034,2716,614,278,185,2315,982,4239,1674,2845} 

CLUSTER-146 {4910,3618,1025,3614,150,1771,2101,2595} 

CLUSTER-147 {4571,3362,1473,1933,1801} 

CLUSTER-148 {4991,4224,252,1121,3358,815,737,4433,1706,25,3175,2597,2470} 

CLUSTER-149 {4976,4965,4782,4727,4678,4653,4648,4626,4579,4542,4526,4493,4453,4437,4420,4387,4382,4321,4484,4263,4217,4167,4126,4112,4055,4634,3939,3926,3903,3874,4130,3841,3834,3825,3810,3804,4524,3770,4977,4568,3680,4314,3661,3592,3575,3539,3521,3513,3551,3488,3484,3477,3456,3409,3403,3363,3355,3305,3302,3299,3297,3285,3264,3237,3212,3509,948,1318,2170,630,1272,2067,3346,4880,2852,1440,1072,388,1001,2406,1246,4019,2572,867,3342,635,4654,3263,4308,1445,3852,3811,2033,746,314,384,3423,238,208,2832,1991,4914,2812,390,265,707,4854,1085,3758,542,1008,3364,229,2154,4986,1267,637,3784,3931,1000,745,913,1667,474,812,4970,1125,2664,3742,642,354,2345,360,206,412,2143,3141,4789,1953,1909,1346,445,1083,449,4122,595,204,2880,1255,513,2782,1048,2958,730,485,2043,2550,1739,2605,3443,662,673,1539,2786,1587,2674,4961,1620,2221,3723,2892,1646,2525,1672,4290,3963,1994,1783,1901,1904,1958,1993,2604,2044,2075,418,2177,2205,2920,4797,2270,2291,2292,1879,3523,4063,4265,1928,2376,4862,1834,2450,2472,2645,2718,2492,2537,928,4249,4442,2600,3667,468,2774,3862,2957,2815,2831,2861,2839,3427,1432,1809,3042,3045,3075,430,3118} 

CLUSTER-150 {4745,4552,4100,1040,364,702,427,2944,1314,4029,403,4863,1961,4370,54,555,4172,5,3067,2285,2573} 

CLUSTER-151 {3538,1581,583} 

CLUSTER-152 {4674,1316,2222} 

CLUSTER-153 {4486,3735,3651,3459,877,3973,255,4038,41,2743,387,1711,318,3851,3446,2987,4521,227,2272,2412,2956,3507,4044} 

CLUSTER-154 {4269,2938,3153} 

CLUSTER-155 {4851,4027,937,1764,1704,1770,2441,3958,2995} 

CLUSTER-156 {2781,1872,3082,3328} 

CLUSTER-157 {4435,1202,806,4922,1854,3119,1073} 

CLUSTER-158 {3763,3494,1286,1141,1379,1619,276,253,2281,887,631,4839,463,2300,2847,2153,4471,2397,3144,2547,1835,2730,4969,3205} 

CLUSTER-159 {4456,3988,3126,2637} 

CLUSTER-160 {4379,4371,395,1474,941,4657,191,1530,1650,2747,3665,1880,2420,4893} 

CLUSTER-161 {4945,4031,3883,3448,985,1651,1694,1963,2062,3017,1497,1990,3055} 

CLUSTER-162 {4174} 

CLUSTER-163 {4092,32,3703,2172,2749,1861} 

CLUSTER-164 {3682,1657,2173,4040,3447,2134} 

CLUSTER-165 {2670,151,1726} 

CLUSTER-166 {3462,4513,3407,280,1883,4428,264,700,1179,1731,3142,1876,2610} 

CLUSTER-167 {4891,4253,4111,3581,3433,2400,3312,275,1774,1789,524,979,1526,2714} 

CLUSTER-168 {4108,1336,1019,899,3527,3422,682,4385,2279,3178} 

CLUSTER-169 {4485,4392,4357,4302,3826,3743,3549,3515,3276,1306,2631,4788,1480,3327,1215,964,842,4061,3376,3621,2081,2287,2439,4257,1856,1449,143,3004,1439,1363,4209,3339,50,529,3938,2729,166,1324,4439,926,456,4003,4733,2905,3219,251,162,2436,1681,983,1810,1947,3179,2116,3815,2271,122,2624,2628,2775,3092,1829,3134} 

CLUSTER-170 {4833,4594,3729,3486,3426,4754,2557,1249,4950,2785,4560,775,3086,4005,2339,3085,503,1342,6,1516,2727,4918,2004,2372,1092,3120,4474,1561,2914,4554,1756,1893,4212,2387,2903,2651,344,2665,2850,2936,1148,2959,3059,2561} 

CLUSTER-171 {4908,4310,4166,3802,3643,3870,1409,1039,2228,826,798,1077,3023,2487,1056,2018,596,221,1823,1853,2483,2124,4000,2037,2990,1390,2093,3671} 

CLUSTER-172 {4149,837,582,2359,1680} 

CLUSTER-173 {3897} 

CLUSTER-174 {4106,4117,1636,2661} 

CLUSTER-175 {4701,4479,4252,4237,4156,3473,3224,1467,1274,3955,1377,4128,626,61,2012,2859,4689,2907,3061} 

CLUSTER-176 {4951,4644,965,1037,105} 

CLUSTER-177 {4613,4208,3960,3953,3899,3415,1236,1047,1091,1233,3692,2891,1589,3000,3393} 

CLUSTER-178 {4742,1884,3907,2689,124,3282,1666,1717,2091,1848,2255,2854} 

CLUSTER-179 {1212,1300,1675,26,1847,2329} 

CLUSTER-180 {4722,4363,4056,3949,3932,3617,401,1353,2452,1485,1180,2499,869,3100,676,1417,198,87,440,586,621,2462,3281,2577,1849,2058,3079} 

CLUSTER-181 {4097,3967,4492,72,4223,4955,2890,118,647,620,939,1013,2366,1924,2277} 

CLUSTER-182 {4934} 

CLUSTER-183 {4750,3940,3813,1153,1123,992,4201,796,758,290,1257,839,1378,2578,330,1004,3929,1737,1935,2099,2789,2310} 

CLUSTER-184 {4671,4643,4585,4470,3783,4603,3349,4532,68,1138,3760,3226,885,733,3935,1733,3475,779,3162,326,1290,3544,2283,1261,3943,381,1755,654,2090,4372,2607,4178,4763,1865,3713,2591,2041,2079,4436,1416,2622,2662,4573,2824,3030} 

CLUSTER-185 {4288} 

CLUSTER-186 {4900,4838,4334,4332,4164,4143,4132,4035,4030,3800,4816,3656,3340,3256,1223,1327,432,1090,2373,39,2798,910,2979,1549,212,152,1627,1200,4177,2951,1919,4609,142,827,296,3324,301,376,160,4202,4921,402,2740,1139,1763,551,4192,3977,2629,2510,1665,1678,4829,1709,1747,1749,230,1820,1906,1925,3487,753,2049,4581,223,2204,57,3871,2334,4300,1632,3626,4464,3026,165,2562,4399,3071,3196} 

CLUSTER-187 {3833,3379,3485,4498,4831,669,1193,1900,2361,2445,4412,2904,2915} 

CLUSTER-188 {4481,4355,3849,3848,3860,757,215,3875,2136,534,436,3307,1265,1878,1498,789,2457,1626,1868,2050,3036,1637} 

CLUSTER-189 {3586,970,884,3996,1273,2437,2468,1521,2584} 

CLUSTER-190 {15,929,2402,4461,1832,2311} 

CLUSTER-191 {3864,3590,4079,829,1113,2739,1487} 

CLUSTER-192 {3357,4686,4138,428,4089,2313} 

CLUSTER-193 {5000,4981,4741,4127,3889,3856,3711,3331,4381,2974,292,903,977,2365,2843,2582,3317,2133,2384,2428,3570} 

CLUSTER-194 {4320,3999,3990,3881,3863,3211,2135,1170,940,951,953,816,1029,2722,2836} 

CLUSTER-195 {1597,638,778,971,3479,12,3241,287,2059,2109,2703} 

CLUSTER-196 {4872,4588,4584,4293,4170,3816,3750,3514,3795,3348,1234,536,2314,1621,55,112,1964,531,22,1942,3330,2299,1943,125,1998,4073,1954,2594} 

CLUSTER-197 {4973,4958,1425,4236} 

CLUSTER-198 {4924,2486,2429} 

CLUSTER-199 {4559,3796,3757,4784,480,2119,294,2488,617,4901,530,1544,3481,4966,289,2323} 
